date;employee_title;employee_status;review_title;pros;cons
2021-08-11;Machine Operator;Current Employee, less than 1 year;It’s alright;"Clean warehouse Location right off 70 Understandable company if your having issues where you need to miss work.
";"PAY They go threw a temp Agency to hire, you have to work threw the temp agency for 90 working days before you get hired on with GE.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Medical Sales Representative;Current Employee;Job Review;"Established company with great products and reputation.
";"Large company so you can get lost.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-15;Anonymous;Current Employee;Great Place to Work;"Lots of opportunities, promote from within
";"Will work you to the bone
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-05;Anonymous;Current Employee, more than 10 years;Overall Good Company;"interesting work, smart people, variety of opportunities
";"Salaries Ok but annual raises and promotions are difficult to figure out with HR
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-27;Key Account Manager;Current Employee;Tough place;"You learn good skills and challenging work
";"Somewhat internally focused and over worked
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Staff Analytics Engineer;Current Employee;Working on Data Science and Analytics project.;"1. Good environment 2. Good help from domain experts
";"Nothing in specific to mention
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-13;Business Development Manager;Current Employee;Awesome;"real awesome and the benefits are good too
";"not a one con at this place!
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-15;Software Developer;Current Employee;Good starting workplace;"Stable company not going anywhere
";"Dated code and practices in workspace
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-12;IT Consultant;Current Employee;IT at GE;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Great company , great benefits
Cons
None worth mentioning For this company
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Process Operator;Former Employee, more than 1 year;great!;"Sometimes a new CEO has to have prior experience in a sector related to the company he or she is leading. Other times, the CEO needs to have worked for years at the company. But occasionally an outsider’s point of view is needed to see what others can’t (or won’t) about a company’s implosion.
";"GE is a diversified conglomerate that needs all of its divisions to perform well. But the one unit that absolutely has to shine isn’t and may not for a long, long while.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Anonymous;Former Employee, more than 3 years;401K;"Employer matches up to 4% and adds additional 3% towards retirement funds
";"401K plan is good. No cons
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Ops Specialist;Former Employee;Needs more enegagement;"Good with customer service jobs
";"Bad with employee enegaging with apps
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-06;Senior Mechanical Engineer;Current Employee;Good and bad;"There are many Creative people at the office and it is a global company with many people around the globe.
";"Prior mismanagement is causing current difficulties which impact day to day work. Short handed and multiple projects cause quality issues.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Engineer;Current Employee;Good employer;"Very interesting projects with good benefits compared to other companies
";"Unstable times within the aerospace industry
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Route Sales Representative;Former Employee, more than 1 year;ehh just be cautions;"work is not hard. Hours are reasonable. its ok if you need something steady but no room for growth.
";"they say you get a raise but that probably wont happen. if you finish your work faster you are deemed as not trying to help the company. they say they offer salary but treat it as if you operate hourly. Don't expect it a career.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Sales Associate;Current Employee, more than 1 year;sales associate;"I liked it a lot
";"It could have been better
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-10;Lead Financial Analyst;Current Employee, more than 5 years;Good;"Good benefits and flexibility to work remotely.
";"Need to be available at odd hours.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Project Manager;Former Employee, less than 1 year;good;"good company good environment great place great management
";"legacy system improve workflow hierarchy office politics rest all good
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-06;Administration/Accounting;Current Employee, more than 1 year;Wish it was better;"Close to home, family ran, health insurance, animal friendly Place to grow
";"the boss lived upstairs, the team did not want to grow the company bigger poor communication
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Human Resource Director, General Manager;Current Employee;N/A;"People are talented, dedicated, resilient, and collaborative
";"Going through a lot of reorganization and change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Sales Associate;Current Employee;Great;"Good people to work with
";"Nothing at all to say
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Security;Current Employee, more than 8 years;Security;"Great Place for everyone to work
";"No cons at all to state
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-18;Senior Finance Manager;Current Employee, more than 10 years;Strong company culture;"Structured Good benefits: medical, dental 401k Multiple businesses and global
";"Currently trying to restructure a lot and losing talent in the process
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Advanced Lead Engineer;Current Employee, more than 10 years;Great job;"Interesting and challenging work. Great technology.
";"Volatile industry. Benefits could be better.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-30;Team Leader;Former Employee;I miss GE;"Best company I’ve had the pleasure to work with.
";"My company is no longer part of the family
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-05;Systems Engineer;Former Employee, more than 8 years;Great place to work;"benefits, salary, vacation, teams, managers
";"impatient, food, outsourcing, management, pay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Senior Staff Engineer;Current Employee, more than 5 years;not a great place to work;"Don't need to work much. no pros I can see . sdsd sdsd sdsd sdsd. sd
";"Career suicide. Once of the bad decision I took joining GE Digital sdsd sdds sdsd
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-29;Anonymous;Current Employee;Good;"Good company overall. Happy employee
";"Good for the most part. Things tend to move slower than smaller companies
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-23;Engineer;Former Employee, more than 1 year;Amazing company and culture;"State of the work projects and very organized team and tasks. Ever helpful team members.
";"More client interaction for engineering teams
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-29;Factory Worker;Former Employee;Good job if you can get past the post-work body ache;"Good pay and a union to help protect your rights. It's nice to put your headphones in and listen to an audiobook/podcast/music while you work; it can make the job pretty zen if you know that position well enough.
";"Body-breaking work with very little training. Since each position on the factory line has its own rhythm, I had to rely on my co-workers to each me each new position.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-15;Self Employed;Former Employee;Fell after Jack;"Experience. Diversity. Travel. On the job learning.
";"Too much work too little time. Lack of leadership
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-26;Administrative Assistant;Former Employee;Some problems with management;"Good place to work, good atmosphere
";"As with most jobs, the were some issues with management.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Team Leader;Current Employee, more than 8 years;Team Leader;"Great place to work with good people and good management
";"Very very very hot in the summer time Ana it smells bad
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-13;Msnager;Former Employee, less than 1 year;Great to work for;"Generous salary for the most part
";"Very long hours and few holidays
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-24;Advance Lead Engineer;Current Employee, more than 8 years;Aviation;"okay company with very minimum benefits.
";"extremely low benefits to fulltime employees, no reason to work for this company. RUN!
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-25;Senior Product Manager;Former Employee, more than 5 years;Do not go there;"You will have opportunities to learn
";"Arranged management that run the business to the ground
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-30;Sales;Current Employee, more than 3 years;Good;"Super super super good great good
";"Shop shop good shop good
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-23;Material Handler%2FForklift Operator;Former Employee, more than 5 years;Good company to work for;"Excellent pay for the area, benefits better than most
";"Micro managing was very frustrating
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Human Resources Manager;Former Employee, more than 3 years;Good learning experience, long hours;"Good working relationships, good structure, good support
";"Long hours and sometimes stressful
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-16;Staff Technical Project Manager;Current Employee, more than 5 years;Overall great company to work for;"Great PTO, good benefits, opportunities if you speak up
";"Best movement is external in, hard to move up without changing roles.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Senior Director;Former Employee, more than 1 year;conservative;"company has been in the business for a long time with historic legacy. Products are in large scale. lot's to learn as building your career
";"Too conservative and very entitled. No one wants to change or adjust anything, If you are innovator, this might be tough place to build your career.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;FP&A Manager;Current Employee, more than 10 years;High performance environment working on big issues for the world;"Excellent co-workers, permissive ""unlimited"" vacation, great maternity and paternity benefits, cool products, focus on Lean, cultural shift taking place under new CEO is making a lot of positive changes
";"Recent layoffs have left most teams strained to cover all of the work with the remaining people... Lean efforts haven't yet offset the lack of hands to do all of the work. Even before layoffs, culture is one where many people work long hours habitually.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Senior Manager;Former Employee, more than 3 years;Well paid;"Well paid and lots of growth
";"Did not perform well for last 10 years
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-25;Software Engineer;Former Employee, more than 1 year;Solid Place for WLB;"Amazing team culture and WLB Good size impact
";"Comp could be more competitive
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-26;ADAS Engineer;Former Employee;Good company;"Good work environment. Nice management
";"Nothing much. Heavy work at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Executive Lean Leader;Current Employee;Good Company, Good Benefits, Lots of Churn;"Good company with long history. Good people to work with, for the most part. Good benefits.
";"Lots of churn. People set in their ways.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-24;Executive;Former Employee, more than 5 years;Loved it;"Great place to work and learn
";"They sold GE capital off
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Communications;Current Employee, more than 8 years;On the way back;"Great, smart people working on things that really matter, powering cities, getting people safely home and developing some of the best medical technologies out there.
";"Flavor of the month mentality. Sometimes shifting priorities.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-02;Supply Chain Finance Manager;Current Employee;Flexibility but lots of organization wide culture problems;"Flexible work schedule Friendly environment People are passionate for renewables Ability to switch roles
";"Constant restructuring Functions work in silos
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-14;Senior Analytics Engineer;Former Employee, more than 3 years;Good place to work;"Good work and great coworkers. There is a lot of flexibility as well.
";"Pay constantly lags behind others companies
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-08;Account Executive;Current Employee, more than 5 years;Great retirement benefits;"GE has excellent retirement benefits. The Retirement Savings Plan offers 50% match up to 8% of your salary and in some cases, an additional year-end company contribution of 3%.
";"Culture is toxic. Health insurance is expensive. Taking time off in general or taking parental leave when you have a child isn't encouraged.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-19;Production Worker;Former Employee, more than 10 years;Assembly Line;"Money, free appliances, time off, benefits
";"Owned by Chinese company Haier
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-03;Anonymous;Current Employee;GE;"Unlimited time off, flexible working hour, training opportunity is good
";"Bureaucracy, a lot of politics at GE Corporate too many contractors
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-17;Production Supervisor;Current Employee;Production Supervisor;"Good money and benefits for beginning
";"Long work hours, not good work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-14;Anonymous;Current Employee, more than 10 years;Best Place to Work;"Great place to work and brilliant minds.
";"No downside to working at GE.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-08;Anonymous;Former Employee, less than 1 year;Good;"Recognition for work. Overall good
";"Limited opportunities for growth. None
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-12;Customer Service Manager;Current Employee;Great place to work for;"Exciting, cutting edge, technology,engineering, customer base
";"Lack of opportunities, no pathway to better challenges
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-09;Senior Program Manager;Current Employee;Getting better;"Global leader in the industries the company is in Have confidence in the new CEO
";"Employee benefits have deteriorated in recent years
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-16;Program Manager;Current Employee;Employee friendly organization;"- Employee friendly - Great work culture
";"Nothing I can think of.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-12;Manager;Former Employee, more than 3 years;Excellent;"Excellent company to work with great benefits
";"No pros people are doing good with changes recently
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Product Manager;Former Employee, more than 10 years;Excellent Global Role;"Great global reach, employees are excellent, lots of management training, can move around in the company
";"quarterly driven short term thinking, they have divested significant companies
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-25;Field Service Technician;Current Employee;Good benefits No work life balance;"Company has good benefits and lots of opportunities to get promoted
";"Low work life balance - management needs to be improved
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Data Analytics Director;Current Employee, more than 8 years;Old but innovative;"Culture & integrity, compensation, team play, internal opportunities
";"Bureaucracy and old school management can be a problem, limited resources to invest in experimentation
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-16;Customer Service Manager (CSM);Current Employee;Great;"Everything is really good here
";"Nothing is really bad there
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;Supplier Quality Engineer;Former Employee;Big Corporation but good to work for;"Opportunities for growth and movement, innovative, benefits
";"Large corporation looking at shareholders protection
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-14;Team Leader;Former Employee, more than 3 years;Shift leader;"Time off was very nice
";"Management needs to back off
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-08;Graduate Rotational Program;Current Employee, more than 1 year;Good company;"Good pay, people, benefits, work life balance
";"Documentation for sake of documentation, silly processes, non-effective communication
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-21;Business Development Associate;Former Employee;Good work, not enough money;"Travel was amazing. Multiple international trips. Content was great. Ability to
";"Salary not competitive. Management not all that involved with employee growth.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-26;Services;Current Employee, more than 10 years;Great people;"The people i work with are top talent all around
";"Company is old fashioned and appreciation for employees could be better
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-04;Manufacturing Engineer;Current Employee, more than 1 year;Engineering;"A good place to work and continue growing
";"Not enough position, need to move to another location
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Senior Embedded Software Engineer;Current Employee;Locomotive/Transportation and Oil& Gas;"Long service years in two business
";"Took more details work and no much more improve my self
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-10;Accounting Manager;Former Employee, more than 10 years;Lot's of Work ... Great Developmental Experiences;"- Vast array of projects and opportunities - Extremely intelligent co-workers - Strong processes and controls
";"- Culture is focused on productivity not the employee - Audit Staff program prematurely promotes talent - Lean organization puts stress and pressure on employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-09;Chief Engineer;Current Employee;GE;"Big company with lots of opportunities
";"Big company so slow to move.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-12;Engineer;Former Employee, more than 10 years;Company culture keeps getting worse;"*Diversified in multiple industries *Limited opportunities to move between different GE businesses *Pay is decent *Company culture used to be very positive and performance-based *Renewed focus on lean and operations seems to be paying off *Strong (though selective) focus on integrity and compliance *Generally strong in engineering and operations
";"*GE is currently heavily white male, and senior leadership and HR seem to be pursuing a ""purge"" of white males using several tactics: ....*Have established racial and gender quotas for hiring and promotions ....*Have regular Problem Solving Reports (PSR's) and Action Plans explicitly intended to reduce the proportion of white male employees in the company ....*The standard annual performance review includes a ""9-blocker"" where all employees are ranked against one another; in this 9-blocker, all employees are highlighted in a special color for extra consideration, except for white US males (females highlighted in pink, US non-white highlighted in blue, international highlighted in green) ....*Regularly promote ""Affinity Groups"" to celebrate all groups but Caucasians and males ....*Have cancelled all mid-career programs and tuition reimbursement ....*Have cancelled the pension and generally reduced benefits ....*Continue to focus resources on early career development, and hiring non-white-males to replace the ones they are scaring off ....*White males are generally not hired or promoted except as a last resort (which still happens often, simply due to the sheer number of qualified white male applicants) *This creates a fairly toxic culture, where white males feel they are viewed as ""the problem"" and non-white-males feel that they are viewed as ""diversity hires"" (an incredible disservice to all of our amazing, talented, hard-working employees) *Ironically, the company is largely led by white males at the executive level, and they wholeheartedly support the purge of other white males beneath them (presumably because it is a great PR move for them, and it keeps them safe) *The company preaches integrity and candor, but everyone knows that they are not allowed to question the company's new focus on discriminating against its own employees based on gender and skin color. *Not surprisingly, GE currently has a problem with attrition (including with ""diverse"" employees), as many subject matter experts flee the company
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-06-03;Architect;Current Employee;GOOD;"professional services company obsessed with delivering innovative solutions.
";"NONE SO FAR. BEST COMPANY SO FAR
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Machine Operator;Current Employee, more than 3 years;Great Place To Work...;"Benefits, Vacation, Flexible Hours, Tuition Reimbursement
";"Not really easy moving around internal Jobs.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-23;Finance Analyst;Former Employee;Ok not great;"Excellent Health and other Benefits for employees
";"Uncaring environment where unfair managers are allowed to thrive
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-31;Engineering Manager;Current Employee;na;"its a great company to work for
";"There are no cons. I love working here
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Engineer;Former Employee;Great company;"Great work culture and environment
";"Could not find any cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;CAS;Former Employee;Great company;"Established company with excellent employees
";"Leadership needs to change completely
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Manufacturing Engineer;Former Employee;Great Place to Learn;"Great Place to Start a Career
";"Too many silos, no shared sense of purpose.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-28;Associate;Former Employee;Great;"Nice people and space to work
";"Pay could be higher for the work being done
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-01;Senior Program Manager;Current Employee, more than 8 years;Company;"Great company with lot of diversity
";"Slow growth...sometimes very little growth
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-24;GE: Edison Engineering Development Program;Current Employee, more than 1 year;Not Bad;"Very flexible hours (unlimited PTO), and interesting work
";"Antiquated systems, processes, and culture
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Director;Former Employee, more than 8 years;GE a good company on the road to some bad decisions;"good training and a wide range of challenges
";"weak management guidance at the middle management level
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-28;Director of Project Management;Former Employee;DPM;"Challenging work and highly talented staff
";"High volume of work with limited resources
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Sales Manager;Current Employee, more than 10 years;Good benefits;"Good/competitive benefits, good company, safety first.
";"Reduced team, overwhelming, money before people.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-19;Supply Chain Manager;Former Employee;GE Supply Chain;"Very involved in the community
";"There is a lot of bureaucracy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Process Engineer;Current Employee;GE has Great Culture;"Great culture for all employees
";"Aviation is stressful due to the nature of the products
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-11;Repair Technician;Current Employee, more than 1 year;Good, unionized company;"Union, good, friendly people, plenty of off days
";"Can be boring , and long hours 10.5 hrs /day usually
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Senior Commodity Manager;Current Employee;Good company;"Promotes growth and supports upward mobility
";"Industry fluctuations recently in airline business
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-24;Engineering Technical Leader;Former Employee, more than 10 years;Jeff Immelt nearly destroyed us;"Before GE fell apart, I would have rated GE five stars and wore the GE meatball proudly. Some of the most challenging, interesting, and rewarding work I have ever done. You are surrounded by very intelligent and creative people.
";"Jeffery Immelt took the company of Edison and nearly destroyed it. GE completely lost its vision and the culture that made it an iconic company. It remains to be seen if Larry Culp can repair the damage.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-25;CNC Machinist;Current Employee;Yeah;"Clean working environment, good pay
";"Limited shifts, limited support, rushed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-12;Anonymous;Former Employee, more than 8 years;Bureaucracy, low efficiency and confused management system;"Great team and nice training resource.
";"Poor benefits, slow or no salary raise and promotion. More shouters, less doers.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Operations Planning Manager;Current Employee;GE;"Great work experience, work from home
";"No pay increase or consideration of inflation, poor medical benefits
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Anonymous;Former Employee, more than 3 years;Low Pay;"Remote work is good and people tend to be great
";"Pay is not with market
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-12;Senior Software Engineer;Current Employee, more than 1 year;Working at GE;"Amazing work life balance, great team and open to development with cutting edge technologies
";"Salary is below average for software engineers
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Technical Operator;Current Employee, less than 1 year;Alright company, low engagement;"Some of the most engaging content
";"Did not engrave with us
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-18;Senior Engineering Manager;Current Employee, more than 8 years;Benefits;"High Tech company with smart people
";"Could be slow and bureaucratic sometimes
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-16;Worker;Current Employee, more than 5 years;Great company;"Perks benefits vacation payment days off
";"Work too much time not enough breaks
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-19;Wind Turbine Technician;Current Employee, more than 1 year;Unknown;"Great company and great pay
";"A lot of hours, have to travel a lot
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-13;Electrical Engineer;Current Employee;Starting place;"Great place to start out at
";"Can get lost with all the management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-23;Financial Analyst;Former Employee, more than 1 year;Great Company to Work For;"Great opportunity to learn and grow. As GE has been committed to transitionsing the business, the employees work well to keep the company standing strong. Also, if you want to receive visibility amongst leadership, GE 's culture caters to that.
";"Constantly meeting tight deadlines. Fast Past environment. This isn't a con if you like that tight of work culture. Also, there is really no expectation for training, you must be willing to hold your own weight in order for you to advance here.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-19;Senior Manager In Supply Chain & Manufacturing;Current Employee;Renewable Energy;"Great company for training & advancement
";"Financially weak as a public company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-13;Lead Program Integrator;Current Employee, more than 10 years;GE is the place to be;"good benefits, room for growth, good culture
";"need more resources on project teams
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-13;Lead Engineer;Current Employee, more than 1 year;Good place to learn and grow;"A lot of opportunities within the company and freedom to do what interests you
";"It can be difficult to understand processes as they are ever changing and many of them. Everyone has their own opinion on how things should be done
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-30;Anonymous;Former Employee, more than 5 years;Manufacturing Operations;"Tight knit family. Expectations are high and career path is easy to follow.
";"Long hours. Always expected to be available. Pay is not always proportionate to duties.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-02;Senior IT Professional;Current Employee;GE Gas Turbines;"They have a very friendly workforce.
";"Low pay with little family life.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-06;Commodity Fulfillment Leader;Former Employee, more than 1 year;GE has been tanking for a reason;"Looks good on a resume to smaller companies.
";"Horrible HR team. Too top heavy. Very political environment.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-14;Finance Manager;Current Employee, more than 10 years;Finance Manager;"Family oriented with good benefits
";"Can be bureaucratic with legacy systems
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-11;Production Manager;Former Employee, more than 3 years;Great Job Average Pay;"Great people and good opportunity to move up ladder if you're patient and willing to move locations. Very cool products they produce! Great feeling to work for them. ""Unlimited"" vacation if you play your cards right. Many suffer from judgement of coworkers and never tap into it.
";"Pay. Work load can be tremendous depending on role, location, and boss.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Anonymous;Current Employee, more than 5 years;Gas Power;"International environment, people from different backgrounds, some very good technically. Big company, opportunities for development and career evolution.
";"Market not doing great, Major actors needing to do cost out. Communicators (rather than experts) are promoted internally. Also people who fit the GE mold of Corporate Audit Staff.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Quality Technician;Former Employee, more than 5 years;Working for GE;"Benefits, hours, people, shifts, growth
";"No SOP's, nepotism, revolving door for management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;Human Resources;Former Employee, more than 8 years;Great place to work;"Flexible, forward thinking and prepping for the future
";"Lots of change occurring currently
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-01;Engineer;Former Employee, more than 1 year;Good place to work;"Challenging projects with lots of growth potential
";"Overtime expected regularly, lots of pressure on the schedule
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-02;Specialist;Current Employee, less than 1 year;Great people…bad year;"Really great people. Really loyal.
";"Bad year to be with the company. Really bad.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Global channel sales director;Former Employee, more than 5 years;Overall great working experience;"Learn how to operate in a Matrix organization
";"Too many leaders driving decision making, often with conflicting interests
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;Business Development Manager;Former Employee, more than 10 years;Iconic American Manufacturer;"Great Experience across Industries Great Benefits Many Advancement Opportunities
";"Too Many Business - Lack of Focus Several Poor Acquisitions Made over the years
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-11;Sales Representative;Current Employee, more than 5 years;Good Company;"A company heading in the right direction, good people, good place to work.
";"Limited training, Some new leadership with bean counter mentality and zero industry / product knowledge hurt business and teams that report to them.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-06;Risk Manager;Former Employee, more than 1 year;Portfolio manager;"Great company to work for
";"competing priorities make job harder
Be the first to find this review helpful
Helpful
Share
Repor"
